YEAR,MONTH,DAY,HR,WS,T2M,MSLP,RH2,dates,observations,station
2009,12,27,0,3.2,-5.6,1009,63.3,2009122700,2.4,LGR
2009,12,27,9,6,-5.9,1005.2,42.7,2009122709,2.1,SPZ
2009,12,27,15,4.7,-3.9,1008,49.2,2009122715,2.2,LGR
2009,12,28,0,2.1,-7.4,1007.5,84,2009122800,1.6,SPZ
2009,12,28,6,5.7,-7.2,1010.9,64.7,2009122806,2.6,LGR
2009,12,28,15,3.4,-5.8,1008.1,70.9,2009122815,3.6,SPZ
2009,12,28,21,2.9,-4,1005.4,85.4,2009122821,2.2,LGR
2009,12,29,6,2.4,-4.7,1007.5,73.6,2009122906,3.1,SPZ
2009,12,29,12,4.8,0.6,1005.2,80.7,2009122912,2.8,LGR
2009,12,29,21,2.5,-3.1,1007,78.8,2009122921,2.1,SPZ
2009,12,30,3,3.2,-0.5,1002.9,85.4,2009123003,2.1,LGR
2009,12,30,12,1.2,0,1002.4,87.9,2009123012,6.7,SPZ
2009,12,31,3,2.4,-2.6,999.5,83,2009123103,2.1,LGR
2009,12,31,9,4.1,-1.2,997,82.8,2009123109,2.3,SPZ
2009,12,31,18,0.7,-3.4,994.9,87.5,2009123118,0.5,LGR
2010,1,1,0,4,-3.9,994.5,85.4,2010010100,1.6,SPZ
2010,1,1,6,1.4,-1.9,990.2,76.9,2010010106,1.8,LGR
2010,1,1,21,7.8,-2.9,995.8,86.5,2010010121,2.8,SPZ
2010,1,2,6,12.7,-7.8,1002.7,82.2,2010010206,4.1,LGR
2010,1,2,12,11.9,-11.2,1014.9,71.8,2010010212,4,SPZ
2010,1,2,21,14.2,-16.3,1018.5,68.6,2010010221,8.2,LGR
2010,1,3,3,6.5,-13.7,1024,75,2010010303,3.1,SPZ
2010,1,3,12,2.4,-11.2,1022.7,53.3,2010010312,3.1,LGR
2010,1,3,18,2.4,-12.2,1021.5,41.8,2010010318,2.4,SPZ
2010,1,4,3,5.4,-14.3,1021.4,58.5,2010010403,1,LGR
2010,1,4,9,5,-9.5,1016.5,66.6,2010010409,2.6,SPZ
2010,1,4,18,2.6,-9,1013.2,88.6,2010010418,1,LGR
2010,1,5,0,1.9,-6.4,1001.1,50.1,2010010500,3.1,SPZ
2010,1,5,9,2.5,-8,1006.4,70.8,2010010509,6.2,LGR
2010,1,5,15,4.8,-5.1,1000.9,66.3,2010010515,1.6,SPZ
2010,1,6,0,2.8,-7.6,1001.2,94.7,2010010600,2.1,LGR
2010,1,6,6,5.3,-6.7,997.5,71.8,2010010606,3.1,SPZ
2010,1,6,15,3.8,-6.5,998.5,86.1,2010010615,2.1,LGR
2010,1,6,21,3.4,-8.6,1002.1,69.5,2010010621,1.9,SPZ
2010,1,7,6,4.1,-8.3,1005.7,97.3,2010010706,2.6,LGR
2010,1,7,12,1.4,-6.8,1007.7,66,2010010712,2.8,SPZ
2010,1,7,21,4.5,-8.5,1012.3,84.3,2010010721,1,LGR
2010,1,8,3,5.9,-6.2,1007.5,89.9,2010010803,3.6,SPZ
2010,1,8,12,6.6,-0.9,999.4,88.3,2010010812,3.1,LGR
2010,1,8,18,5.7,-1.4,994.7,90.2,2010010818,2.8,SPZ
2010,1,9,3,3,-3.7,997.6,96,2010010903,3.1,LGR
2010,1,9,9,2.9,-1.9,995.5,75.1,2010010909,4.5,SPZ
2010,1,9,18,8.6,-4,993.9,91.6,2010010918,3.6,LGR
2010,1,10,0,3.9,-5,1006.1,73.4,2010011000,2.9,SPZ
2010,1,10,9,1.6,-5.6,1004.4,93.4,2010011009,1,LGR
2010,1,10,15,7,-3.9,1006.7,76.8,2010011015,2.8,SPZ
2010,1,11,0,0.8,-7.1,1013.1,86.7,2010011100,1.6,LGR
2010,1,11,6,0.8,-6.5,1010.6,59.8,2010011106,2.2,SPZ
2010,1,11,15,2.7,-6.4,1012.3,93.9,2010011115,2.1,LGR
2010,1,12,6,1.3,-7.5,1015.7,95.4,2010011206,1,SPZ
2010,1,12,12,5.4,-5.3,1014.9,80.1,2010011212,3.3,LGR
2010,1,12,21,3.7,-8.3,1015.5,97.5,2010011221,1,SPZ
2010,1,13,3,4.6,-6.4,1008.6,74.4,2010011303,1.4,LGR
2010,1,13,12,3.5,-6.9,1010.2,93.8,2010011312,2.1,SPZ
2010,1,13,18,3.7,-5.7,1010,89,2010011318,0.4,LGR
2010,1,14,18,1.6,-8.3,1013,96.3,2010011418,2.1,SPZ
2010,1,15,0,3.2,-4.5,1020,41.3,2010011500,2.1,LGR
2010,1,15,9,4.5,-6.1,1015.9,63.5,2010011509,3.1,SPZ
2010,1,15,15,7.1,-1.8,1019.1,54.9,2010011515,3.3,LGR
2010,1,16,0,3.2,-6.1,1022.1,56,2010011600,1,SPZ
2010,1,16,6,1.2,-4.7,1023.5,17.2,2010011606,2.8,LGR
2010,1,16,15,2.4,-6.2,1024.4,64.8,2010011615,1,SPZ
2010,1,16,21,5.6,-3.9,1020.1,54.3,2010011621,2.1,LGR
2010,1,17,6,1.4,-6.3,1019.6,93,2010011706,1.6,SPZ
2010,1,17,12,6.2,-0.1,1016.2,79.7,2010011712,2.6,LGR
2010,1,17,21,5,-6.9,1020.2,75.1,2010011721,4.1,SPZ
2010,1,18,3,5.3,-7.7,1027.6,62.5,2010011803,2.1,LGR
2010,1,18,12,5.4,-5,1025.1,66.2,2010011812,2.1,SPZ
2010,1,18,18,3.3,-6.9,1027.7,57.6,2010011818,1.9,LGR
2010,1,19,3,4.4,-9.1,1024.7,51.3,2010011903,4.1,SPZ
2010,1,19,9,3.7,-4.3,1022.4,54.7,2010011909,2.8,LGR
2010,1,19,18,1.7,-7.9,1021.5,71.3,2010011918,1.6,SPZ
2010,1,20,0,2.6,-5.6,1015.7,43.9,2010012000,2.1,LGR
2010,1,20,9,0.6,-8.4,1017.1,70.9,2010012009,2.6,SPZ
2010,1,20,15,2.7,-3.8,1013.3,52.3,2010012015,1,LGR
2010,1,21,0,5,-9,1018.5,47.2,2010012100,2.1,SPZ
2010,1,21,6,6.8,-4.9,1017.7,81.3,2010012106,3.4,LGR
2010,1,21,15,6.5,-5.5,1018,69.8,2010012115,7.7,SPZ
2010,1,21,21,5.9,-6.9,1022.6,61.5,2010012121,2.1,LGR
2010,1,22,6,3.1,-8.2,1020.6,48.2,2010012206,1.6,SPZ
2010,1,22,12,5.4,-2.2,1021.3,54.5,2010012212,3.4,LGR
2010,1,22,21,6.2,-7.6,1021.2,43.3,2010012221,4.1,SPZ
2010,1,23,3,2.8,-3.8,1021.1,23.1,2010012303,3.3,LGR
2010,1,23,12,1,-2.5,1021.2,61.2,2010012312,2.1,SPZ
2010,1,23,18,0.8,-2.9,1020.6,14.3,2010012318,3.1,LGR
2010,1,24,3,2.2,-4.9,1020.3,32.6,2010012403,2.1,SPZ
2010,1,24,9,2,-0.7,1019.6,24.2,2010012409,2.8,LGR
2010,1,24,18,0.8,-5.9,1023.1,58.2,2010012418,1,SPZ
2010,1,25,0,2,-6.7,1027.2,63.8,2010012500,2.1,LGR
2010,1,25,9,0.8,-8.3,1026.3,80.3,2010012509,2.1,SPZ
2010,1,25,15,4.3,-4.2,1025.1,78.7,2010012515,1.8,LGR
2010,1,26,6,4,-6.9,1026.5,89,2010012606,3.6,SPZ
2010,1,26,15,4.8,-6.6,1024,83.4,2010012615,1,LGR
2010,1,26,21,3.1,-9.5,1028,78.2,2010012621,2.8,SPZ
2010,1,27,6,3.5,-9.5,1024.5,64.3,2010012706,1,LGR
2010,1,27,12,7.1,-4,1021.5,49.6,2010012712,4.3,SPZ
2010,1,27,21,5.5,-8.6,1015.4,56.2,2010012721,4.6,LGR
2010,1,28,3,8.8,-5.2,1008.2,62.8,2010012803,2.9,SPZ
2010,1,28,12,6.6,-6.8,1004.1,77.6,2010012812,3.1,LGR
2010,1,28,18,12.1,-9.1,1005,65.8,2010012818,3.1,SPZ
2010,1,29,3,3.8,-12.2,1003.7,57.6,2010012903,2.1,LGR
2010,1,29,9,4.3,-6.8,997.8,66.9,2010012909,2.8,SPZ
2010,1,29,18,5.1,-9.8,995.2,84.4,2010012918,5.1,LGR
2010,1,30,0,6.8,-11,996.9,73.4,2010013000,2.9,SPZ
2010,1,30,9,4.5,-9.1,990,79.9,2010013009,3.6,LGR
2010,1,30,15,8,-10.7,996.2,68,2010013015,3.4,SPZ
2010,1,31,0,9.4,-14.5,1006.7,75.6,2010013100,5.7,LGR
2010,1,31,6,8.7,-14.2,1005.7,75.5,2010013106,2.2,SPZ
2010,1,31,15,6.3,-12.6,1005.8,68.4,2010013115,6.2,LGR
2010,1,31,21,7.7,-12.7,1010.9,73.2,2010013121,2.8,SPZ
2010,2,1,6,5.5,-16.1,1013.4,52.4,2010020106,3.6,LGR
2010,2,1,12,4.7,-10.2,1014.3,52.4,2010020112,2.4,SPZ
2010,2,1,21,2.1,-14.3,1017.6,64.1,2010020121,2.6,LGR
2010,2,2,3,7.8,-12.6,1021.6,65.6,2010020203,1.7,SPZ
2010,2,2,12,2.1,-11.3,1022.4,59.5,2010020212,2.1,LGR
2010,2,2,18,2.4,-7.9,1017.9,68.3,2010020218,0.8,SPZ
2010,2,3,3,2.6,-11.4,1018.6,77.8,2010020303,1.6,LGR
2010,2,3,9,3.8,-3.8,1013.2,78.5,2010020309,1.6,SPZ
2010,2,3,18,5.5,-7.5,1016.4,79.1,2010020318,1.6,LGR
2010,2,4,0,4,-3.5,1018,49.6,2010020400,2.6,SPZ
2010,2,4,9,2.2,-4.8,1020.2,55.6,2010020409,2.6,LGR
2010,2,4,15,4.9,-0.3,1017.5,67.7,2010020415,3.6,SPZ
2010,2,5,0,9.7,-5.2,1012,85.3,2010020500,2.1,LGR
2010,2,5,6,6.7,-4.2,1015.6,88.6,2010020506,3.1,SPZ
2010,2,5,15,6.8,-3.5,1013.3,92.3,2010020515,3.6,LGR
2010,2,5,21,3.1,-2.8,1009.1,92.2,2010020521,1.6,SPZ
2010,2,6,6,12.2,-4.2,1005.3,79.2,2010020606,4.6,LGR
2010,2,6,12,9.8,-2.7,1008.7,81.5,2010020612,3.6,SPZ
2010,2,6,21,9.8,-4.7,1005.7,82.3,2010020621,5.1,LGR
2010,2,7,3,9.9,-5.7,1013.9,91.9,2010020703,3.4,SPZ
2010,2,7,12,13.9,-5.7,1009.9,66.1,2010020712,6.7,LGR
2010,2,7,18,7.9,-7.5,1016.4,72.2,2010020718,3.4,SPZ
2010,2,8,3,4.5,-9,1010.8,60.7,2010020803,2.6,LGR
2010,2,8,9,3,-5.9,1009,44.5,2010020809,3.8,SPZ
2010,2,8,18,1.2,-8.8,1006.9,77.6,2010020818,1.6,LGR
2010,2,9,0,3.8,-7.6,1003.1,62.5,2010020900,1,SPZ
2010,2,9,9,2.6,-9.3,1004.7,73.6,2010020909,3.1,LGR
2010,2,9,15,5.2,-5,1001.8,66,2010020915,3.1,SPZ
2010,2,10,0,8.6,-7.7,994.3,81.1,2010021000,1,LGR
2010,2,10,15,10.7,-4.6,992.5,88.4,2010021015,3.1,SPZ
2010,2,10,21,12.3,-10.8,1000.1,80,2010021021,4.6,LGR
2010,2,11,6,10.4,-10.2,994.2,86.1,2010021106,3.1,SPZ
2010,2,11,12,9.6,-8.1,996,76.7,2010021112,3.9,LGR
2010,2,11,21,7,-9.2,997.1,88.5,2010021121,2.1,SPZ
2010,2,12,3,4.6,-11.5,1004.6,78.6,2010021203,3.4,LGR
2010,2,12,12,2.9,-6.8,1003,77.7,2010021212,1.6,SPZ
2010,2,12,18,8.9,-10.2,1009.5,81.5,2010021218,3.8,LGR
2010,2,13,3,2,-10.2,1008.3,62.2,2010021303,3.1,SPZ
2010,2,13,9,3.1,-7.2,1009.8,50.9,2010021309,3.3,LGR
2010,2,14,0,1.3,-9.7,1010,51.2,2010021400,2.6,SPZ
2010,2,15,0,2.1,-10.6,1009.6,87.4,2010021500,3.1,LGR
2010,2,15,6,1.8,-9.5,1007.6,72.7,2010021506,2.6,SPZ
2010,2,15,15,2.9,-8.2,1007.8,93.3,2010021515,5.1,LGR
2010,2,16,6,2.8,-10.2,1008.9,96.4,2010021606,1,SPZ
2010,2,16,12,5.5,-5.2,1005.3,66.9,2010021612,3.1,LGR
2010,2,16,21,3.6,-8.4,1004.8,86.5,2010021621,2.6,SPZ
2010,2,17,3,5.1,-4.1,1000.6,76,2010021703,2.8,LGR
2010,2,17,12,4.6,-2.4,999.9,91.2,2010021712,5.1,SPZ
2010,2,17,18,5.8,-2.3,997.7,81,2010021718,3.4,LGR
2010,2,18,3,4,-3.9,999.6,96.9,2010021803,2.1,SPZ
2010,2,18,9,2.2,-0.3,998.8,84.4,2010021809,2.1,LGR
2010,2,18,18,2.7,-2.4,1002.4,89.1,2010021818,3.6,SPZ
2010,2,19,0,8.5,-4.1,997.4,78.3,2010021900,3.3,LGR
2010,2,19,9,7,-1.7,998,92.9,2010021909,4.6,SPZ
2010,2,19,15,7.2,0.6,987.9,86.3,2010021915,4.5,LGR
2010,2,20,0,8,-9.5,999.6,66.8,2010022000,3.1,SPZ
2010,2,20,6,9.7,-8.3,1000.2,80,2010022006,2.8,LGR
2010,2,20,15,7,-6,996.7,81.3,2010022015,4.1,SPZ
2010,2,20,21,5,-10.2,1005.6,62.4,2010022021,2.2,LGR
2010,2,21,6,1.4,-11.1,1008.6,51.3,2010022106,1,SPZ
2010,2,21,12,5.9,-5.1,1006.9,52,2010022112,2.8,LGR
2010,2,21,21,6.4,-9.1,1010.9,92.1,2010022121,7.2,SPZ
2010,2,22,3,7.3,-5.4,1004.9,85.9,2010022203,2.6,LGR
2010,2,22,12,4.1,-4.1,1005.4,94.8,2010022212,5.1,SPZ
2010,2,22,18,5.5,-4.1,1003.3,79.5,2010022218,3.4,LGR
2010,2,23,9,3.2,-0.9,999.9,78.9,2010022309,2.1,SPZ
2010,2,23,18,1,-2.8,1001,83.9,2010022318,2.1,LGR
2010,2,24,0,1.4,-1.7,1004.8,65.9,2010022400,0.3,SPZ
2010,2,24,9,5.8,-1.9,1002.8,86.7,2010022409,1,LGR
2010,2,24,15,4,0.6,1003.2,80.8,2010022415,3.4,SPZ
2010,2,25,0,5.6,-3.6,1006.5,94.8,2010022500,2.1,LGR
2010,2,25,6,2.9,-3,1007.3,88.7,2010022506,0.7,SPZ
2010,2,25,15,4.2,-2.2,1008.7,93.1,2010022515,3.6,LGR
2010,2,25,21,4.8,-1.5,1003.8,84.1,2010022521,3.4,SPZ
2010,2,26,6,6.6,-2.7,1000.8,95.8,2010022606,6.2,LGR
2010,2,26,12,5.9,0.9,995,73.9,2010022612,2.4,SPZ
2010,2,26,21,12.4,-5.7,1002.3,74.4,2010022621,5.1,LGR
2010,2,27,3,5,-7.8,1012.5,50.2,2010022703,2.1,SPZ
2010,2,27,12,3.9,-3.1,1013.7,49.9,2010022712,3.6,LGR
2010,2,27,18,7,-2.7,1009.1,49.3,2010022718,2.8,SPZ
2010,2,28,3,6.8,-5.6,1011.1,91.6,2010022803,6.7,LGR
2010,2,28,9,6.6,0.9,1000.5,79.4,2010022809,4.5,SPZ
2010,2,28,18,2.5,-2.3,1004.4,96.7,2010022818,2.1,LGR
2010,3,1,0,2.8,-3,1012.2,44.8,2010030100,2.3,SPZ
2010,3,1,9,1.6,-1.9,1009.8,44.6,2010030109,4.1,LGR
2010,3,1,15,3.4,1.2,1009.4,59.7,2010030115,1.6,SPZ
2010,3,2,0,3.5,-6.9,1021.2,72.8,2010030200,3.1,LGR
2010,3,2,6,3.4,-3.7,1018.7,61.5,2010030206,2.2,SPZ
2010,3,2,15,4,-2.8,1020.7,88.1,2010030215,1.6,LGR
2010,3,2,21,5.3,-4.3,1022.7,73.5,2010030221,1.3,SPZ
2010,3,3,6,1.1,-4.6,1020.5,26.4,2010030306,1.6,LGR
2010,3,3,12,5.5,0,1017.7,45.7,2010030312,2.1,SPZ
2010,3,3,21,4.2,-4.3,1013.6,92.3,2010030321,2.6,LGR
2010,3,4,3,5.4,-4.4,1009.2,88.5,2010030403,2.2,SPZ
2010,3,4,12,6.4,-2.5,1003.9,75.8,2010030412,7.2,LGR
2010,3,4,18,10.6,-5.7,1010.6,86.8,2010030418,3.6,SPZ
2010,3,5,3,8.3,-10,1013.9,75.4,2010030503,4.6,LGR
2010,3,5,9,10.9,-13.1,1023.4,76.6,2010030509,3.3,SPZ
2010,3,5,18,11.8,-15.5,1022.3,68.9,2010030518,5.1,LGR
2010,3,6,0,3.6,-14.5,1024.2,50.6,2010030600,2.1,SPZ
2010,3,6,9,1.9,-10.9,1017.1,59.1,2010030609,2.6,LGR
2010,3,6,15,10.1,-8.8,1016.1,71.3,2010030615,3.3,SPZ
2010,3,7,0,5.3,-14.8,1023.9,64.4,2010030700,3.1,LGR
2010,3,7,6,2.9,-14,1025.1,70.1,2010030706,2.4,SPZ
2010,3,7,15,1.7,-9.7,1024.5,79.7,2010030715,2.6,LGR
2010,3,7,21,3.1,-12.1,1025,63.4,2010030721,1.8,SPZ
2010,3,8,6,6.3,-14.7,1021.1,37,2010030806,1.6,LGR
2010,3,8,12,4.9,-8.5,1019.2,48.2,2010030812,3.6,SPZ
2010,3,8,21,2,-15.9,1019.4,90.8,2010030821,2.6,LGR
2010,3,9,3,2.1,-14,1016.5,76.8,2010030903,2.2,SPZ
2010,3,9,12,14,-11.6,1015.1,84.9,2010030912,1,LGR
2010,3,9,18,7.1,-8.6,1013.9,69.7,2010030918,2.1,SPZ
2010,3,10,3,16.3,-9.7,1011.7,84.5,2010031003,6.2,LGR
2010,3,10,9,9,-5.5,1010.9,78.4,2010031009,2.6,SPZ
2010,3,10,18,13.9,-7.4,1008.8,85,2010031018,1,LGR
2010,3,11,0,7.8,-7.6,1011.8,80,2010031100,2.9,SPZ
2010,3,11,9,2.2,-7.7,1009,93,2010031109,1.6,LGR
2010,3,11,15,8.5,-3.4,1006.9,80.1,2010031115,1.9,SPZ
2010,3,12,0,2.6,-8.6,1016.4,61,2010031200,3.6,LGR
2010,3,12,6,8.4,-8.3,1015.4,75.4,2010031206,3.1,SPZ
2010,3,12,15,2.8,-6.4,1015.2,95.9,2010031215,3.6,LGR
2010,3,12,21,5.8,-7.5,1019.1,55,2010031221,2.2,SPZ
2010,3,13,6,6.3,-10.2,1019.5,49.5,2010031306,2.1,LGR
2010,3,13,12,8.5,-3.9,1021.8,59.8,2010031312,3.8,SPZ
2010,3,13,21,10.8,-6.3,1020.4,70.4,2010031321,2.1,LGR
2010,3,14,3,3.9,-6.7,1024.5,49.5,2010031403,3.8,SPZ
2010,3,14,12,2.5,-2.3,1019.9,51.2,2010031412,6.2,LGR
2010,3,14,18,7.7,-4.4,1020.4,57.7,2010031418,2.9,SPZ
2010,3,15,3,10.1,-10.1,1022.2,73.3,2010031503,4.1,LGR
2010,3,15,9,8.2,-5.7,1025.3,69.7,2010031509,3.8,SPZ
2010,3,15,18,11,-7.4,1024,70.8,2010031518,7.2,LGR
2010,3,16,0,4.3,-5.3,1028.9,46.4,2010031600,1.7,SPZ
2010,3,16,9,7.8,-4.4,1021.7,70.8,2010031609,3.1,LGR
2010,3,16,15,9.3,-2.3,1026.5,79.9,2010031615,3.3,SPZ
2010,3,17,0,3.2,-3.7,1030.3,42.2,2010031700,3.1,LGR
2010,3,17,6,1.2,-2.9,1028.3,14,2010031706,2.6,SPZ
2010,3,17,15,2.8,0.1,1028.6,62.6,2010031715,2.1,LGR
2010,3,17,21,2,-0.9,1030.2,35.4,2010031721,2.8,SPZ
2010,3,18,6,1.9,-0.2,1028,26.5,2010031806,0.5,LGR
2010,3,18,12,2.8,4.1,1026.9,57.2,2010031812,1.9,SPZ
2010,3,18,21,1.6,-0.6,1028.3,78.7,2010031821,3.1,LGR
2010,3,19,3,2.3,0.9,1025.5,48.1,2010031903,1.6,SPZ
2010,3,19,12,3.3,0.8,1027.4,91.6,2010031912,4.6,LGR
2010,3,19,18,3.9,1.6,1025.6,76.4,2010031918,2.9,SPZ
2010,3,20,3,1.1,-2.8,1026.6,81.3,2010032003,1.6,LGR
2010,3,20,9,4.8,3.2,1022,72.8,2010032009,3.4,SPZ
2010,3,21,0,1.9,2.6,1020.9,72,2010032100,2.1,LGR
2010,3,21,9,2.2,1.6,1020.7,91.1,2010032109,1.6,SPZ
2010,3,21,15,1.9,6.5,1017.6,84.3,2010032115,3.1,LGR
2010,3,22,0,1.1,0.8,1022.1,94.8,2010032200,3.1,SPZ
2010,3,22,6,2.5,1.7,1021.4,93.9,2010032206,1.3,LGR
2010,3,22,15,2.5,1.8,1021.5,99.5,2010032215,4.1,SPZ
2010,3,23,6,1.7,0.8,1020,92.2,2010032306,1.6,LGR
2010,3,23,21,5.4,0.2,1018.3,80.5,2010032321,1,SPZ
2010,3,24,12,3.3,2,1018.7,98.2,2010032412,3.1,LGR
2010,3,24,18,4.5,2.4,1016.5,83.3,2010032418,2.1,SPZ
2010,3,25,9,6.3,2.2,1017.1,72,2010032509,2.6,LGR
2010,3,25,18,4.3,0.8,1019.2,99.6,2010032518,4.6,SPZ
2010,3,26,0,3.6,-1.2,1016.1,62.1,2010032600,2.1,LGR
2010,3,26,9,7.4,1.2,1017.2,99.9,2010032609,6.2,SPZ
2010,3,26,15,10.3,3.9,1007.9,81.7,2010032615,4.5,LGR
2010,3,27,0,2.9,-4.1,1013.1,75.3,2010032700,2.6,SPZ
2010,3,27,6,3,-2.7,1013.7,73,2010032706,1.9,LGR
2010,3,27,15,4,-0.2,1010,67.7,2010032715,0.2,SPZ
2010,3,27,21,3.7,-1.7,1011.2,81,2010032721,2.1,LGR
2010,3,28,6,6.5,-4.7,1014.8,68.2,2010032806,3.1,SPZ
2010,3,28,12,6,1.5,1015,72.9,2010032812,2.6,LGR
2010,3,28,21,0.3,-2.2,1015.8,76.1,2010032821,2.6,SPZ
2010,3,29,3,1.4,1.1,1013.7,77.7,2010032903,2.2,LGR
2010,3,29,12,5.9,1.7,1013.7,80.6,2010032912,3.6,SPZ
2010,3,29,18,6.1,1.5,1010.6,86.4,2010032918,1.5,LGR
2010,3,30,3,6.7,-0.4,1010.5,99.1,2010033003,3.6,SPZ
2010,3,30,9,7.5,1.1,1003.9,74.7,2010033009,3.9,LGR
2010,3,30,18,5,0,999.7,97.8,2010033018,5.1,SPZ
2010,3,31,0,4.1,-4,1008.2,65.2,2010033100,1,LGR
2010,3,31,9,4.8,-2.3,1004.6,82,2010033109,5.1,SPZ
2010,3,31,15,2.7,0.5,1004.5,63.7,2010033115,1.5,LGR
2010,4,1,0,7.4,-7.8,1015.4,75.7,2010040100,1.6,SPZ
2010,4,1,6,3.8,-3.8,1010.8,82.7,2010040106,2.3,LGR
2010,4,1,15,9,-2.2,1009.5,92.5,2010040115,5.1,SPZ
2010,4,1,21,8.6,-6.6,1018.9,79.1,2010040121,2.1,LGR
2010,4,2,6,4.2,-8,1018.4,55.5,2010040206,1.6,SPZ
2010,4,2,12,5,-1.1,1016.8,51.6,2010040212,2.6,LGR
2010,4,2,21,1.3,-6.8,1019.5,81.9,2010040221,1,SPZ
2010,4,3,3,2.9,-4.4,1018.6,62.4,2010040303,2.1,LGR
2010,4,3,12,5.8,-2.1,1021,90.4,2010040312,3.6,SPZ
2010,4,3,18,7.1,-0.7,1015.2,83.3,2010040318,6,LGR
2010,4,4,3,6.9,-2.8,1018.3,98.5,2010040403,5.1,SPZ
2010,4,4,9,5.7,0.1,1015.1,81.3,2010040409,3.9,LGR
2010,4,4,18,5.2,-2.7,1017.5,98,2010040418,3.6,SPZ
2010,4,5,0,5.8,-4.7,1027.3,58.2,2010040500,2.6,LGR
2010,4,5,9,14.1,-3.2,1018.7,78.8,2010040509,8.2,SPZ
2010,4,5,15,10.6,-1.9,1026.7,77.2,2010040515,4.8,LGR
2010,4,6,0,3.8,-1.8,1023.3,54.8,2010040600,4.1,SPZ
2010,4,6,6,3,-0.2,1024.8,35.2,2010040606,2.6,LGR
2010,4,6,15,2.6,2.2,1022.5,79,2010040615,3.6,SPZ
2010,4,6,21,0.6,2.5,1020.8,43,2010040621,1.9,LGR
2010,4,7,6,1.2,-1.2,1022.2,68.9,2010040706,3.6,SPZ
2010,4,7,12,4.4,6.7,1019.1,65.2,2010040712,2.4,LGR
2010,4,7,21,2.5,0.5,1020.4,80.2,2010040721,4.6,SPZ
2010,4,8,3,2.5,1.8,1020.2,78.6,2010040803,2.1,LGR
2010,4,8,12,1.4,4,1021,89,2010040812,1.6,SPZ
2010,4,8,18,2.6,4.4,1022,83.4,2010040818,1.4,LGR
2010,4,9,9,6.3,4.3,1026.1,57.9,2010040909,2.9,SPZ
2010,4,9,18,1.4,1.8,1026.1,88.6,2010040918,3.6,LGR
2010,4,10,0,8,-2.7,1024.7,79.6,2010041000,3.4,SPZ
2010,4,10,9,5.5,3.1,1021.8,55.3,2010041009,4.6,LGR
2010,4,10,15,9.1,3.9,1021.1,73.9,2010041015,3.4,SPZ
2010,4,11,0,6.3,-7.4,1017.3,61.2,2010041100,4.1,LGR
2010,4,11,6,6.7,-6,1021.4,73.9,2010041106,3.3,SPZ
2010,4,11,15,3.2,-3.3,1015.5,74.3,2010041115,1,LGR
2010,4,11,21,1.3,-6.4,1018,67.8,2010041121,2.2,SPZ
2010,4,12,6,6.2,-7,1015.2,80.6,2010041206,5.1,LGR
2010,4,12,12,6.3,-1.2,1012.4,59,2010041212,2.9,SPZ
2010,4,13,3,4,-4.5,1013,86.6,2010041303,1.6,LGR
2010,4,13,18,5.9,-0.7,1011.1,74.1,2010041318,1.3,SPZ
2010,4,14,3,3,-4.4,1012,85.8,2010041403,3.1,LGR
2010,4,14,9,7.3,-1.1,1011.9,71.1,2010041409,2.1,SPZ
2010,4,14,18,3.8,-2.1,1011.3,97.2,2010041418,2.1,LGR
2010,4,15,0,4,-1.7,1014,75.1,2010041500,2.2,SPZ
2010,4,15,9,2.1,-1.5,1013.4,80.8,2010041509,1,LGR
2010,4,15,15,1.2,2.9,1011.5,73.5,2010041515,1.9,SPZ
2010,4,16,0,5.4,-1.8,1016.8,79.7,2010041600,1,LGR
2010,4,16,6,3.2,-1.5,1016,74.6,2010041606,2.1,SPZ
2010,4,16,15,4.3,1.9,1015.2,79.3,2010041615,2.1,LGR
2010,4,16,21,6.2,-0.6,1018.9,85.7,2010041621,2.1,SPZ
2010,4,17,6,2,-1.2,1019.1,95.3,2010041706,2.1,LGR
2010,4,17,12,3.6,4.2,1018.2,69.1,2010041712,1.4,SPZ
2010,4,17,21,4.4,-0.7,1019.1,98.2,2010041721,2.6,LGR
2010,4,18,3,4.2,-1,1016.9,81.8,2010041803,2.1,SPZ
2010,4,18,12,4.4,0.2,1016,87,2010041812,4.1,LGR
2010,4,18,18,2.3,2,1013.4,89.5,2010041818,1.3,SPZ
2010,4,19,3,5.9,-2.8,1013.4,81.1,2010041903,4.1,LGR
2010,4,19,9,8.2,2.8,1014.7,74.1,2010041909,3.1,SPZ
2010,4,19,18,3.8,1.9,1013.1,71.6,2010041918,6.2,LGR
2010,4,20,0,3.3,0.3,1018.4,69,2010042000,1.7,SPZ
2010,4,20,9,2.3,3.4,1015.5,52.9,2010042009,1,LGR
2010,4,20,15,4.7,6.3,1015,68.1,2010042015,2.6,SPZ
2010,4,21,0,1.2,0.9,1015.3,61.6,2010042100,5.7,LGR
2010,4,21,6,3,0.9,1017.1,56.4,2010042106,1.6,SPZ
2010,4,21,15,4.9,5.4,1013.3,55.6,2010042115,3.6,LGR
2010,4,21,21,2.9,1.5,1015.3,75,2010042121,1.7,SPZ
2010,4,22,6,1.7,2.2,1013.2,61.7,2010042206,1.6,LGR
2010,4,22,12,3.2,7.9,1010.9,53.9,2010042212,1.5,SPZ
2010,4,22,21,3.9,1.3,1014.4,97.8,2010042221,5.7,LGR
